userId,itemId,rating,group
2,283,5,2
2,276,4,2
2,1,4,2
2,305,3,2
2,14,4,2
2,287,3,2
2,291,3,2
2,293,4,2
2,310,4,2
2,306,4,2
2,25,4,2
2,273,4,2
2,311,5,2
2,269,4,2
2,255,4,2
2,284,4,2
2,274,3,2
2,237,4,2
2,300,4,2
2,100,5,2
2,127,5,2
2,285,5,2
2,289,3,2
2,304,4,2
2,272,5,2
2,278,3,2
2,288,3,2
2,286,4,2
2,275,5,2
2,302,5,2
2,296,3,2
3,343,3,1
3,331,4,1
3,328,5,1
3,334,3,1
3,350,3,1
3,318,4,1
3,345,3,1
3,299,3,1
3,348,4,1
3,351,3,1
3,327,4,1
3,307,3,1
3,354,3,1
3,349,3,1
3,321,5,1
3,260,4,1
3,268,3,1
3,355,3,1
3,320,5,1
3,339,3,1
3,342,4,1
3,303,3,1
3,329,4,1
3,181,4,1
3,322,3,1
3,271,3,1
3,344,4,1
3,347,5,1
3,340,5,1
3,346,5,1
4,264,3,1
4,303,5,1
4,361,5,1
4,357,4,1
4,260,4,1
4,356,3,1
4,294,5,1
4,288,4,1
4,50,5,1
4,354,5,1
4,271,4,1
4,300,5,1
4,328,3,1
4,258,5,1
4,210,3,1
4,329,5,1
4,11,4,1
4,327,5,1
4,324,5,1
4,359,5,1
4,362,5,1
4,360,5,1
4,301,5,1
5,2,3,2
5,17,4,2
5,1,4,2
5,363,3,2
5,98,3,2
5,102,3,2
5,211,4,2
5,382,5,2
5,62,4,2
5,407,3,2
5,24,4,2
5,423,4,2
5,384,3,2
5,267,4,2
5,445,3,2
5,426,3,2
5,222,4,2
5,403,3,2
5,173,4,2
5,154,3,2
5,436,5,2
5,42,5,2
5,422,4,2
5,139,3,2
5,40,4,2
5,90,3,2
5,153,5,2
5,94,3,2
5,109,5,2
5,230,3,2
5,227,4,2
5,100,5,2
5,143,3,2
5,176,3,2
5,417,3,2
5,79,3,2
5,418,3,2
5,429,3,2
5,385,4,2
5,372,3,2
5,144,3,2
5,185,3,2
5,413,3,2
5,89,5,2
5,433,5,2
5,219,3,2
5,428,5,2
5,435,4,2
5,214,3,2
5,209,5,2
5,391,4,2
5,379,3,2
5,99,3,2
5,21,3,2
5,427,3,2
5,430,5,2
5,135,4,2
5,226,3,2
5,401,5,2
5,405,3,2
5,443,4,2
5,257,5,2
5,25,3,2
5,186,5,2
5,432,4,2
5,194,4,2
5,183,4,2
5,29,4,2
5,390,5,2
5,101,5,2
5,208,4,2
5,399,3,2
5,168,3,2
5,50,4,2
5,408,5,2
5,95,4,2
5,172,5,2
5,414,3,2
5,70,4,2
5,151,3,2
5,396,5,2
5,204,4,2
5,420,3,2
5,387,3,2
5,447,3,2
5,228,5,2
5,250,3,2
5,235,4,2
5,169,5,2
5,431,3,2
5,121,4,2
5,374,3,2
5,189,5,2
5,446,4,2
5,239,4,2
5,366,3,2
5,455,4,2
5,367,3,2
5,434,5,2
5,181,5,2
5,412,3,2
5,163,5,2
5,383,3,2
5,233,4,2
5,380,3,2
5,105,3,2
5,210,3,2
5,419,3,2
5,375,3,2
5,373,3,2
5,174,5,2
6,86,3,1
6,14,5,1
6,98,5,1
6,463,4,1
6,69,3,1
6,517,4,1
6,23,4,1
6,492,5,1
6,478,4,1
6,508,3,1
6,469,5,1
6,357,4,1
6,275,4,1
6,221,4,1
6,532,3,1
6,211,5,1
6,180,4,1
6,297,3,1
6,500,4,1
6,475,5,1
6,509,4,1
6,134,5,1
6,525,5,1
6,209,4,1
6,19,4,1
6,154,3,1
6,175,4,1
6,523,5,1
6,498,4,1
6,188,3,1
6,213,4,1
6,432,4,1
6,515,4,1
6,156,3,1
6,205,3,1
6,133,4,1
6,70,3,1
6,481,5,1
6,151,3,1
6,479,5,1
6,487,5,1
6,131,5,1
6,528,4,1
6,467,4,1
6,136,5,1
6,32,4,1
6,15,3,1
6,135,5,1
6,513,4,1
6,125,3,1
6,484,5,1
6,199,4,1
6,183,4,1
6,499,4,1
6,197,5,1
6,195,4,1
6,488,5,1
6,466,4,1
6,193,3,1
6,483,5,1
6,526,3,1
6,238,5,1
6,81,4,1
6,208,4,1
6,423,3,1
6,486,4,1
6,59,5,1
6,124,5,1
6,56,4,1
6,521,4,1
6,470,3,1
6,204,3,1
6,187,4,1
6,518,3,1
6,248,3,1
6,511,5,1
6,304,4,1
6,189,3,1
6,506,4,1
6,269,4,1
6,87,4,1
6,318,4,1
6,534,4,1
6,524,3,1
6,100,5,1
6,480,4,1
6,536,4,1
6,21,3,1
6,200,3,1
6,494,4,1
6,165,5,1
6,22,3,1
6,419,4,1
6,50,4,1
6,520,4,1
6,169,4,1
6,246,3,1
6,293,3,1
6,503,3,1
6,461,4,1
6,410,4,1
6,504,3,1
6,321,3,1
6,522,5,1
6,47,3,1
6,482,4,1
6,529,4,1
6,510,4,1
6,493,5,1
6,495,4,1
6,203,3,1
6,501,5,1
6,530,4,1
6,485,5,1
6,137,5,1
6,64,4,1
6,174,4,1
6,505,4,1
6,507,4,1
6,516,4,1
6,186,4,1
6,512,4,1
6,191,4,1
6,274,4,1
6,178,4,1
6,408,4,1
6,427,4,1
6,435,4,1
6,272,4,1
6,166,4,1
6,194,4,1
6,514,5,1
6,177,4,1
6,12,4,1
6,302,4,1
6,71,4,1
6,168,4,1
6,303,3,1
6,185,5,1
6,79,3,1
6,173,5,1
6,268,3,1
6,502,4,1
6,308,3,1
6,153,4,1
6,89,4,1
6,192,4,1
6,527,4,1
6,519,5,1
6,491,4,1
6,317,3,1
6,489,5,1
6,127,5,1
6,425,3,1
6,1,4,1
6,242,4,1
6,298,3,1
6,132,5,1
6,462,5,1
6,497,4,1
6,474,5,1
6,170,4,1
6,223,4,1
6,9,4,1
6,261,3,1
6,531,4,1
6,468,3,1
6,306,4,1
6,285,3,1
6,496,4,1
6,533,4,1
6,216,5,1
6,182,4,1
6,8,4,1
6,537,4,1
6,490,5,1
6,202,3,1
7,32,4,1
7,479,4,1
7,455,4,1
7,382,4,1
7,163,4,1
7,430,3,1
7,497,4,1
7,492,5,1
7,661,5,1
7,648,5,1
7,378,5,1
7,200,5,1
7,543,3,1
7,554,3,1
7,623,3,1
7,644,5,1
7,662,3,1
7,171,3,1
7,451,5,1
7,676,3,1
7,401,4,1
7,81,5,1
7,576,5,1
7,228,4,1
7,151,4,1
7,580,3,1
7,581,5,1
7,106,4,1
7,528,5,1
7,643,4,1
7,650,3,1
7,582,5,1
7,127,5,1
7,196,5,1
7,44,5,1
7,560,3,1
7,559,5,1
7,241,4,1
7,28,5,1
7,153,5,1
7,420,5,1
7,188,5,1
7,78,3,1
7,680,4,1
7,133,5,1
7,93,5,1
7,174,5,1
7,182,4,1
7,193,5,1
7,614,5,1
7,647,5,1
7,621,5,1
7,22,5,1
7,268,3,1
7,627,3,1
7,300,4,1
7,162,5,1
7,526,5,1
7,519,4,1
7,633,5,1
7,195,5,1
7,642,3,1
7,92,5,1
7,90,3,1
7,10,4,1
7,485,5,1
7,511,5,1
7,654,5,1
7,168,5,1
7,269,3,1
7,285,5,1
7,432,4,1
7,54,3,1
7,89,5,1
7,530,5,1
7,489,3,1
7,657,4,1
7,142,3,1
7,423,5,1
7,156,5,1
7,608,4,1
7,226,5,1
7,208,5,1
7,618,4,1
7,587,4,1
7,172,4,1
7,8,5,1
7,203,5,1
7,281,3,1
7,505,3,1
7,266,4,1
7,570,3,1
7,637,4,1
7,624,4,1
7,82,3,1
7,177,4,1
7,471,4,1
7,450,4,1
7,481,5,1
7,385,5,1
7,667,5,1
7,210,4,1
7,498,5,1
7,232,3,1
7,658,3,1
7,183,4,1
7,101,5,1
7,504,5,1
7,136,5,1
7,435,5,1
7,636,4,1
7,431,4,1
7,483,4,1
7,461,4,1
7,181,3,1
7,7,5,1
7,484,5,1
7,550,4,1
7,154,5,1
7,166,3,1
7,185,5,1
7,562,5,1
7,191,5,1
7,683,4,1
7,399,4,1
7,139,3,1
7,227,3,1
7,589,5,1
7,501,5,1
7,207,4,1
7,393,4,1
7,542,4,1
7,404,5,1
7,630,5,1
7,396,4,1
7,205,5,1
7,79,4,1
7,131,5,1
7,673,3,1
7,121,5,1
7,659,5,1
7,448,3,1
7,564,3,1
7,675,5,1
7,273,3,1
7,126,3,1
7,619,3,1
7,548,5,1
7,626,5,1
7,482,3,1
7,645,4,1
7,190,5,1
7,264,4,1
7,622,4,1
7,161,3,1
7,428,5,1
7,288,4,1
7,72,5,1
7,389,4,1
7,334,5,1
7,495,5,1
7,520,5,1
7,579,4,1
7,223,5,1
7,259,3,1
7,555,4,1
7,604,3,1
7,496,5,1
7,480,4,1
7,307,5,1
7,176,3,1
7,418,4,1
7,653,4,1
7,553,3,1
7,515,3,1
7,491,5,1
7,537,3,1
7,53,5,1
7,99,5,1
7,565,4,1
7,465,4,1
7,584,4,1
7,499,4,1
7,617,5,1
7,216,4,1
7,556,3,1
7,97,5,1
7,135,5,1
7,192,4,1
7,447,5,1
7,612,5,1
7,91,3,1
7,588,4,1
7,660,5,1
7,231,3,1
7,596,5,1
7,611,3,1
7,143,3,1
7,678,3,1
7,628,3,1
7,98,4,1
7,199,5,1
7,229,3,1
7,23,3,1
7,175,5,1
7,187,4,1
7,547,3,1
7,449,3,1
7,419,3,1
7,574,5,1
7,616,4,1
7,656,3,1
7,558,4,1
7,140,5,1
7,677,3,1
7,100,5,1
7,557,4,1
7,27,4,1
7,609,3,1
7,77,5,1
7,405,3,1
7,391,3,1
7,56,5,1
7,62,3,1
7,29,3,1
7,552,4,1
7,600,4,1
7,380,4,1
7,258,4,1
7,593,5,1
7,178,4,1
7,416,5,1
7,571,3,1
7,507,5,1
7,646,5,1
7,665,4,1
7,286,4,1
7,613,4,1
7,47,5,1
7,64,5,1
7,603,4,1
7,157,5,1
7,215,4,1
7,572,3,1
7,237,5,1
7,213,3,1
7,80,4,1
7,679,5,1
7,429,5,1
7,597,3,1
7,134,4,1
7,585,4,1
7,194,5,1
7,234,5,1
7,403,4,1
7,578,3,1
7,436,5,1
7,527,5,1
7,620,4,1
7,503,4,1
7,444,5,1
7,591,3,1
7,384,3,1
7,487,3,1
7,631,4,1
7,417,3,1
7,634,5,1
7,641,5,1
7,540,3,1
7,73,3,1
7,666,4,1
7,625,3,1
7,204,5,1
7,402,5,1
7,652,3,1
7,230,3,1
7,668,4,1
7,635,3,1
7,575,3,1
7,434,4,1
7,202,3,1
7,523,4,1
7,141,5,1
7,670,5,1
7,605,4,1
7,452,5,1
7,606,3,1
7,386,4,1
7,238,5,1
7,68,4,1
7,510,5,1
7,594,3,1
7,640,3,1
7,387,3,1
7,502,5,1
7,4,5,1
7,544,3,1
7,513,4,1
7,655,5,1
7,638,4,1
7,601,5,1
7,506,5,1
7,433,5,1
7,649,5,1
7,474,5,1
7,356,4,1
7,214,5,1
7,671,5,1
7,568,5,1
7,470,3,1
7,566,4,1
7,186,4,1
7,25,3,1
7,180,5,1
7,9,5,1
7,549,4,1
7,615,4,1
7,488,4,1
7,610,5,1
7,573,5,1
7,379,4,1
7,546,4,1
7,443,5,1
7,651,5,1
7,71,5,1
7,602,3,1
7,463,4,1
7,586,3,1
7,96,5,1
7,341,3,1
7,365,4,1
7,179,5,1
7,629,3,1
7,592,5,1
7,39,5,1
7,125,4,1
7,663,5,1
7,132,5,1
7,427,5,1
7,31,4,1
7,69,5,1
7,217,4,1
7,318,5,1
7,265,5,1
7,275,4,1
7,52,4,1
7,664,3,1
7,11,3,1
7,632,5,1
7,197,4,1
7,144,5,1
7,211,5,1
7,569,4,1
7,12,5,1
7,421,3,1
7,509,5,1
7,50,5,1
7,357,5,1
7,607,3,1
7,86,4,1
7,317,4,1
7,164,5,1
7,309,3,1
7,561,4,1
7,521,5,1
7,173,5,1
7,639,5,1
7,198,3,1
7,152,4,1
7,367,5,1
7,598,3,1
8,338,4,1
8,550,3,1
8,22,5,1
8,50,5,1
8,182,5,1
8,79,4,1
8,294,3,1
8,89,4,1
8,190,4,1
8,686,3,1
8,301,4,1
8,172,5,1
8,511,5,1
8,685,4,1
8,144,5,1
8,568,4,1
8,56,5,1
8,7,3,1
8,689,4,1
8,183,5,1
8,210,4,1
8,258,5,1
8,127,5,1
8,188,5,1
8,651,5,1
8,176,5,1
8,233,4,1
8,518,4,1
8,229,5,1
8,228,5,1
8,195,5,1
8,684,4,1
8,435,5,1
8,174,5,1
8,82,5,1
8,273,3,1
8,241,4,1
8,227,4,1
8,177,4,1
8,96,3,1
8,187,4,1
8,181,4,1
8,403,4,1
8,11,3,1
8,336,3,1
8,510,4,1
8,222,5,1
8,55,5,1
8,566,3,1
8,260,3,1
9,298,5,1
9,691,5,1
9,521,4,1
9,487,5,1
9,286,5,1
9,6,5,1
9,479,4,1
9,340,4,1
9,527,3,1
9,507,4,1
9,276,4,1
9,615,4,1
9,294,4,1
9,483,5,1
9,402,4,1
9,371,5,1
9,242,4,1
9,201,5,1
9,50,5,1
9,7,4,1
9,385,5,1
10,16,4,1
10,486,4,1
10,175,3,1
10,611,5,1
10,7,4,1
10,100,5,1
10,461,3,1
10,488,5,1
10,285,5,1
10,504,5,1
10,289,4,1
10,340,4,1
10,505,4,1
10,489,4,1
10,657,4,1
10,463,4,1
10,655,5,1
10,321,4,1
10,48,4,1
10,203,4,1
10,218,4,1
10,124,5,1
10,283,4,1
10,4,4,1
10,704,3,1
10,22,5,1
10,155,4,1
10,294,3,1
10,656,5,1
10,64,4,1
10,702,3,1
10,615,4,1
10,200,5,1
10,223,5,1
10,651,4,1
10,711,4,1
10,705,4,1
10,696,4,1
10,367,4,1
10,509,4,1
10,135,5,1
10,498,5,1
10,164,4,1
10,191,5,1
10,496,5,1
10,385,4,1
10,519,5,1
10,156,4,1
10,703,5,1
10,99,5,1
10,194,4,1
10,588,4,1
10,695,3,1
10,447,4,1
10,418,4,1
10,160,4,1
10,176,4,1
10,435,5,1
10,706,4,1
10,275,4,1
10,371,4,1
10,234,4,1
10,168,4,1
10,497,4,1
10,475,4,1
10,269,4,1
10,493,4,1
10,495,4,1
10,195,4,1
10,521,4,1
10,13,3,1
10,183,5,1
10,132,5,1
10,420,4,1
10,712,4,1
10,186,4,1
10,199,4,1
10,710,4,1
10,558,4,1
10,483,5,1
10,56,5,1
10,603,5,1
10,127,5,1
10,133,5,1
10,98,4,1
10,1,4,1
10,652,3,1
10,144,4,1
10,698,4,1
10,474,4,1
10,82,4,1
10,510,5,1
10,216,4,1
10,211,5,1
10,531,5,1
10,357,5,1
10,162,4,1
10,161,4,1
10,697,3,1
10,50,5,1
10,157,5,1
10,302,4,1
10,694,5,1
10,606,5,1
10,221,4,1
10,432,4,1
10,116,4,1
10,334,4,1
10,692,4,1
10,480,5,1
10,527,4,1
10,274,4,1
10,333,4,1
10,33,4,1
10,245,4,1
10,404,4,1
10,174,4,1
10,129,4,1
10,178,5,1
10,11,4,1
10,182,5,1
10,134,5,1
10,137,4,1
10,462,3,1
10,205,5,1
10,663,3,1
10,467,4,1
10,511,4,1
10,32,4,1
10,513,4,1
10,529,3,1
10,664,4,1
10,530,4,1
10,319,3,1
10,273,4,1
10,693,4,1
10,197,5,1
10,69,4,1
10,60,3,1
10,708,4,1
10,170,4,1
10,602,5,1
10,582,4,1
10,701,4,1
10,185,5,1
10,499,4,1
10,276,4,1
10,629,4,1
10,478,5,1
10,59,4,1
10,192,4,1
10,654,5,1
10,709,4,1
10,482,4,1
10,414,4,1
10,518,4,1
10,617,5,1
10,230,4,1
10,470,4,1
10,699,4,1
10,589,5,1
10,238,4,1
10,502,4,1
10,430,3,1
10,180,5,1
10,70,4,1
10,23,5,1
10,700,4,1
10,525,5,1
10,153,4,1
10,85,4,1
10,40,4,1
10,12,5,1
10,286,4,1
10,179,5,1
10,479,5,1
10,610,4,1
10,707,5,1
10,484,5,1
10,686,4,1
10,604,4,1
10,93,4,1
10,9,4,1
10,198,3,1
11,111,4,2
11,558,3,2
11,732,3,2
11,227,3,2
11,425,4,2
11,740,4,2
11,723,5,2
11,38,3,2
11,725,3,2
11,110,3,2
11,741,5,2
11,190,3,2
11,660,3,2
11,746,4,2
11,714,4,2
11,230,4,2
11,312,4,2
11,734,3,2
11,215,3,2
11,428,4,2
11,429,5,2
11,97,4,2
11,203,4,2
11,47,4,2
11,204,3,2
11,402,4,2
11,435,4,2
11,735,3,2
11,721,3,2
11,736,4,2
11,135,4,2
11,268,5,2
11,739,3,2
11,722,3,2
11,744,4,2
11,9,5,2
11,185,4,2
11,652,4,2
11,350,4,2
11,100,4,2
11,291,4,2
11,216,3,2
11,663,4,2
11,733,4,2
11,752,4,2
11,300,3,2
11,194,4,2
11,573,3,2
11,277,5,2
11,109,3,2
11,241,4,2
11,524,4,2
11,22,4,2
11,455,3,2
11,175,3,2
11,713,5,2
11,726,3,2
11,40,3,2
11,94,3,2
11,730,3,2
11,51,4,2
11,191,4,2
11,750,5,2
11,168,3,2
11,370,3,2
11,70,4,2
11,274,3,2
11,423,5,2
11,433,4,2
11,749,5,2
11,659,5,2
11,707,5,2
11,228,3,2
11,259,3,2
11,414,3,2
11,56,4,2
11,716,3,2
11,211,3,2
11,577,3,2
11,386,3,2
11,258,5,2
11,745,5,2
11,654,3,2
11,317,4,2
11,405,3,2
11,692,4,2
11,508,4,2
11,79,4,2
11,222,3,2
11,69,3,2
11,24,3,2
11,580,5,2
11,238,3,2
11,290,3,2
11,742,3,2
11,357,5,2
11,727,3,2
11,728,3,2
11,719,3,2
11,237,4,2
11,286,5,2
11,86,4,2
11,544,4,2
11,549,4,2
11,731,4,2
11,39,3,2
11,603,4,2
11,15,5,2
11,430,3,2
11,662,3,2
11,646,3,2
11,125,4,2
11,738,3,2
11,332,5,2
11,715,3,2
11,367,3,2
11,29,3,2
11,724,3,2
11,123,3,2
11,42,3,2
11,25,3,2
11,690,4,2
11,504,3,2
11,527,4,2
11,526,3,2
11,434,4,2
11,208,4,2
11,54,3,2
11,718,5,2
11,699,4,2
11,372,4,2
11,318,5,2
11,449,3,2
11,176,3,2
11,121,3,2
11,401,3,2
11,83,5,2
11,28,5,2
11,729,4,2
11,52,3,2
11,737,4,2
11,427,4,2
11,8,4,2
11,196,5,2
11,58,3,2
11,301,4,2
11,88,3,2
11,213,4,2
11,356,4,2
11,173,5,2
11,393,4,2
11,399,3,2
11,365,3,2
11,382,3,2
11,239,4,2
11,107,4,2
11,229,4,2
11,747,3,2
12,300,4,2
12,82,4,2
12,96,4,2
12,735,5,2
12,471,5,2
12,172,4,2
12,143,5,2
12,97,5,2
12,204,5,2
12,132,5,2
12,157,5,2
12,71,4,2
12,15,5,2
12,191,5,2
12,196,5,2
12,754,4,2
12,276,4,2
12,753,5,2
12,684,5,2
12,28,5,2
12,381,4,2
12,402,5,2
12,50,4,2
12,318,5,2
12,282,5,2
12,170,4,2
12,392,4,2
12,133,4,2
12,195,4,2
12,202,4,2
12,242,5,2
12,168,4,2
12,591,5,2
12,708,3,2
12,216,5,2
12,159,4,2
12,161,5,2
12,416,3,2
12,215,4,2
12,4,5,2
12,174,5,2
12,98,5,2
12,228,4,2
12,328,4,2
12,88,5,2
12,238,5,2
12,69,5,2
12,127,4,2
12,480,4,2
12,203,3,2
13,526,3,1
13,272,4,1
13,98,4,1
13,360,4,1
13,198,3,1
13,215,5,1
13,56,5,1
13,186,4,1
13,498,4,1
13,892,3,1
13,229,4,1
13,864,4,1
13,809,4,1
13,823,5,1
13,72,4,1
13,181,5,1
13,147,3,1
13,868,5,1
13,195,3,1
13,121,5,1
13,308,3,1
13,396,3,1
13,66,3,1
13,59,4,1
13,150,5,1
13,331,3,1
13,766,4,1
13,14,4,1
13,493,5,1
13,488,3,1
13,848,5,1
13,144,4,1
13,97,4,1
13,781,3,1
13,167,4,1
13,570,5,1
13,685,5,1
13,480,3,1
13,915,5,1
13,226,4,1
13,548,3,1
13,305,4,1
13,918,3,1
13,273,3,1
13,840,3,1
13,178,4,1
13,42,4,1
13,94,3,1
13,180,5,1
13,508,3,1
13,45,3,1
13,820,4,1
13,509,5,1
13,755,3,1
13,2,3,1
13,64,5,1
13,428,5,1
13,212,5,1
13,168,4,1
13,856,5,1
13,319,4,1
13,540,3,1
13,614,4,1
13,90,3,1
13,263,5,1
13,782,3,1
13,88,4,1
13,831,3,1
13,315,5,1
13,794,4,1
13,302,5,1
13,208,5,1
13,409,3,1
13,318,3,1
13,814,5,1
13,387,3,1
13,452,3,1
13,632,3,1
13,416,3,1
13,502,5,1
13,161,5,1
13,303,4,1
13,786,3,1
13,612,4,1
13,353,4,1
13,190,4,1
13,137,5,1
13,517,5,1
13,243,3,1
13,530,5,1
13,232,3,1
13,861,3,1
13,48,5,1
13,505,3,1
13,21,3,1
13,869,3,1
13,61,4,1
13,73,3,1
13,467,5,1
13,443,4,1
13,118,4,1
13,265,4,1
13,514,5,1
13,857,3,1
13,615,4,1
13,720,4,1
13,887,5,1
13,124,5,1
13,153,4,1
13,597,3,1
13,154,5,1
13,601,4,1
13,705,5,1
13,100,5,1
13,71,4,1
13,363,3,1
13,391,3,1
13,906,3,1
13,230,3,1
13,345,4,1
13,501,5,1
13,716,4,1
13,317,5,1
13,617,3,1
13,546,3,1
13,290,4,1
13,281,3,1
13,694,4,1
13,624,5,1
13,270,4,1
13,866,3,1
13,196,4,1
13,472,5,1
13,847,4,1
13,652,5,1
13,588,4,1
13,276,5,1
13,520,4,1
13,659,3,1
13,735,3,1
13,483,5,1
13,423,5,1
13,482,5,1
13,268,4,1
13,402,4,1
13,420,4,1
13,805,4,1
13,414,5,1
13,519,5,1
13,185,3,1
13,651,5,1
13,673,3,1
13,27,3,1
13,385,3,1
13,238,3,1
13,783,3,1
13,333,3,1
13,874,5,1
13,821,3,1
13,449,4,1
13,787,3,1
13,450,3,1
13,596,3,1
13,604,5,1
13,589,3,1
13,481,3,1
13,477,4,1
13,516,5,1
13,109,4,1
13,678,3,1
13,210,3,1
13,524,4,1
13,258,4,1
13,757,3,1
13,234,5,1
13,89,4,1
13,23,5,1
13,435,5,1
13,550,4,1
13,475,3,1
13,889,3,1
13,51,3,1
13,4,5,1
13,96,4,1
13,237,5,1
13,770,4,1
13,478,4,1
13,872,3,1
13,216,3,1
13,523,4,1
13,824,3,1
13,463,5,1
13,327,3,1
13,99,4,1
13,785,3,1
13,739,4,1
13,313,4,1
13,462,5,1
13,768,4,1
13,606,4,1
13,200,3,1
13,663,5,1
13,342,4,1
13,829,3,1
13,686,5,1
13,855,4,1
13,796,3,1
13,827,3,1
13,679,4,1
13,529,4,1
13,880,3,1
13,316,5,1
13,646,4,1
13,347,5,1
13,613,4,1
13,357,3,1
13,191,3,1
13,909,5,1
13,527,5,1
13,843,5,1
13,883,3,1
13,95,5,1
13,92,3,1
13,292,5,1
13,419,3,1
13,79,3,1
13,674,3,1
13,339,3,1
13,585,4,1
13,712,4,1
13,110,3,1
13,68,3,1
13,709,4,1
13,170,5,1
13,578,3,1
13,404,5,1
13,1,3,1
13,654,5,1
13,222,3,1
13,13,5,1
13,621,4,1
13,801,3,1
13,603,4,1
13,484,5,1
13,117,3,1
13,311,3,1
13,12,5,1
13,518,4,1
13,851,5,1
13,233,4,1
13,661,5,1
13,433,4,1
13,792,5,1
13,791,5,1
13,494,4,1
13,193,5,1
13,900,5,1
13,177,5,1
13,845,3,1
13,183,4,1
13,733,5,1
13,732,5,1
13,427,5,1
13,328,3,1
13,754,4,1
13,241,3,1
13,639,3,1
13,850,4,1
13,747,4,1
13,194,5,1
13,430,5,1
13,355,3,1
13,286,3,1
13,867,5,1
13,769,3,1
13,32,4,1
13,204,5,1
13,332,3,1
13,737,4,1
13,299,3,1
13,492,5,1
13,638,3,1
13,657,4,1
13,736,4,1
13,865,5,1
13,656,5,1
13,568,3,1
13,224,4,1
13,367,3,1
13,33,5,1
13,684,5,1
13,22,4,1
13,39,3,1
13,818,3,1
13,573,3,1
13,761,4,1
