userId,itemId,rating,item_type,group
6,269,16,2,2
6,270,16,1,2
6,271,15,1,2
6,272,15,2,2
6,273,15,2,2
6,274,15,2,2
6,275,14,2,2
6,276,14,1,2
6,277,14,2,2
6,278,14,1,2
6,279,14,1,2
6,280,14,2,2
6,281,14,2,2
6,282,14,2,2
6,283,14,1,2
6,284,13,2,2
6,285,13,1,2
6,286,13,2,2
6,287,13,1,2
7,55,3151,1,1
7,67,2540,1,1
7,89,5846,1,1
7,257,5188,1,1
7,288,43864,1,1
7,289,11112,1,1
7,290,6266,1,1
7,291,5379,1,1
7,292,4201,1,1
7,293,4059,1,1
7,294,3251,1,1
7,295,2852,1,1
7,296,2356,1,1
7,297,1848,1,1
7,298,1802,1,1
7,299,1780,1,1
7,300,1747,1,1
7,301,1553,1,1
7,302,1490,1,1
7,303,1426,1,1
7,304,1312,1,1
7,305,1169,1,1
7,306,1164,1,1
7,307,1162,1,1
7,308,1082,1,1
7,309,1027,1,1
7,310,962,1,1
7,311,960,1,1
7,312,926,1,1
7,313,900,1,1
7,314,868,1,1
7,315,834,1,1
7,316,809,1,1
7,317,773,1,1
7,318,753,1,1
7,319,741,2,1
7,320,719,1,1
7,321,674,1,1
7,322,667,1,1
7,323,646,1,1
7,324,605,1,1
7,325,599,1,1
7,326,593,1,1
7,327,587,1,1
7,328,571,1,1
7,329,534,1,1
7,330,527,1,1
7,331,516,1,1
7,332,510,1,1
7,333,498,1,1
8,71,181,1,1
8,89,921,1,1
8,97,354,1,1
8,251,235,1,1
8,257,479,1,1
8,265,581,1,1
8,288,428,1,1
8,289,2258,1,1
8,291,402,1,1
8,292,783,1,1
8,295,1425,1,1
8,296,1039,1,1
8,298,613,1,1
8,300,347,1,1
8,302,432,1,1
8,311,353,1,1
8,323,578,1,1
8,334,6291,1,1
8,335,2396,1,1
8,336,1735,1,1
8,337,1407,2,1
8,338,963,2,1
8,339,819,2,1
8,340,800,1,1
8,341,794,2,1
8,342,753,1,1
8,343,588,2,1
8,344,553,1,1
8,345,527,2,1
8,346,520,1,1
8,347,505,2,1
8,348,504,2,1
8,349,494,1,1
8,350,494,1,1
8,351,456,2,1
8,352,417,1,1
8,353,400,2,1
8,354,389,1,1
8,355,361,1,1
8,356,350,1,1
8,357,345,1,1
8,358,280,2,1
8,359,277,1,1
8,360,257,1,1
8,361,253,2,1
8,362,229,1,1
8,363,185,2,1
8,364,178,1,1
8,365,177,2,1
8,366,173,1,1
9,8,587,1,2
9,367,2396,1,2
9,368,1444,2,2
9,369,1158,1,2
9,370,1113,1,2
9,371,1103,1,2
9,372,1069,2,2
9,373,729,2,2
9,374,708,1,2
9,375,630,1,2
9,376,629,1,2
9,377,609,1,2
9,378,590,1,2
9,379,558,1,2
9,380,556,1,2
9,381,556,2,2
9,382,533,2,2
9,383,521,1,2
9,384,510,1,2
9,385,467,2,2
9,386,465,1,2
9,387,430,2,2
9,388,411,1,2
9,389,403,1,2
9,390,381,1,2
9,391,367,2,2
9,392,364,2,2
9,393,357,1,2
9,394,345,2,2
9,395,319,1,2
9,396,307,1,2
9,397,307,1,2
9,398,306,2,2
9,399,292,1,2
9,400,290,1,2
9,401,289,2,2
9,402,280,2,2
9,403,273,1,2
9,404,273,2,2
9,405,267,1,2
9,406,260,2,2
9,407,249,1,2
9,408,249,1,2
9,409,242,1,2
9,410,241,2,2
9,411,237,2,2
9,412,236,1,2
9,413,234,1,2
9,414,229,2,2
9,415,228,2,2
10,154,177,1,2
10,159,225,1,2
10,196,1137,1,2
10,199,1386,1,2
10,200,306,1,2
10,208,310,1,2
10,217,761,1,2
10,219,189,1,2
10,225,1297,1,2
10,228,279,1,2
10,229,992,1,2
10,416,3132,1,2
10,417,1584,1,2
10,418,1056,1,2
10,419,1029,1,2
10,420,1023,1,2
10,421,956,1,2
10,422,878,1,2
10,423,845,1,2
10,424,797,1,2
10,425,729,1,2
10,426,603,1,2
10,427,583,1,2
10,428,578,1,2
10,429,573,1,2
10,430,560,1,2
10,431,546,1,2
10,432,527,1,2
10,433,483,1,2
10,434,455,1,2
10,435,367,2,2
10,436,317,1,2
10,437,315,1,2
10,438,308,1,2
10,439,291,1,2
10,440,247,1,2
10,441,238,1,2
10,442,235,2,2
10,443,229,1,2
10,444,208,1,2
10,445,204,1,2
10,446,199,1,2
10,447,189,1,2
10,448,178,2,2
10,449,177,2,2
10,450,173,1,2
10,451,169,1,2
10,452,165,2,2
10,453,161,1,2
10,454,157,1,2
11,67,229,1,1
11,89,3384,1,1
11,157,1007,1,1
11,230,329,1,1
11,234,370,1,1
11,288,749,1,1
11,289,3851,1,1
11,292,555,1,1
11,294,264,1,1
11,295,521,1,1
11,300,347,1,1
11,301,306,1,1
11,304,1031,1,1
11,306,249,1,1
11,325,298,1,1
11,327,337,1,1
11,329,553,1,1
11,344,243,1,1
11,349,341,1,1
11,455,4416,1,1
11,456,1951,1,1
11,457,1788,1,1
11,458,1708,1,1
11,459,1567,1,1
11,460,1531,1,1
11,461,1500,1,1
11,462,1318,1,1
11,463,1235,1,1
11,464,1117,1,1
11,465,1006,1,1
11,466,956,1,1
11,467,793,1,1
11,468,719,1,1
11,469,552,1,1
11,470,548,1,1
11,471,537,1,1
11,472,514,1,1
11,473,441,2,1
11,474,425,1,1
11,475,424,1,1
11,476,337,1,1
11,477,336,2,1
11,478,329,1,1
11,479,321,1,1
11,480,314,2,1
11,481,293,1,1
11,482,251,1,1
11,483,247,2,1
11,484,244,1,1
11,485,238,1,1
12,72,2144,1,1
12,189,2976,1,1
12,191,4259,1,1
12,230,2110,1,1
12,288,3072,1,1
12,300,1064,1,1
12,333,23961,1,1
12,344,5489,1,1
12,377,59695,1,1
12,378,31617,1,1
12,405,1034,1,1
12,407,1600,1,1
12,466,1485,1,1
12,486,24097,1,1
12,487,7867,1,1
12,488,7425,1,1
12,489,7399,1,1
12,490,4527,1,1
12,491,3837,1,1
12,492,3823,1,1
12,493,3727,1,1
12,494,3648,1,1
12,495,3526,1,1
12,496,3407,1,1
12,497,3226,1,1
12,498,3134,1,1
12,499,3080,1,1
12,500,2471,1,1
12,501,2378,1,1
12,502,2303,1,1
12,503,1714,1,1
12,504,1646,1,1
12,505,1596,1,1
12,506,1591,1,1
12,507,1547,1,1
12,508,1495,2,1
12,509,1434,2,1
12,510,1341,1,1
12,511,1278,1,1
12,512,1260,1,1
12,513,1250,2,1
12,514,1227,1,1
12,515,1222,1,1
12,516,1183,1,1
12,517,1177,1,1
12,518,1001,1,1
12,519,982,1,1
12,520,953,2,1
12,521,939,1,1
12,522,927,1,1
13,55,6,1,2
13,67,9,1,2
13,89,3967,1,2
13,173,6,1,2
13,228,6,1,2
13,292,4,1,2
13,295,2,1,2
13,298,16,1,2
13,299,4,1,2
13,300,2,1,2
13,302,9,1,2
13,310,17,1,2
13,316,4,1,2
13,318,2,1,2
13,325,3,1,2
13,328,12,1,2
13,333,38,1,2
13,344,2,1,2
13,349,3,1,2
13,352,2,1,2
13,378,2,1,2
13,461,3,1,2
13,466,4,1,2
13,498,6,1,2
13,523,10,1,2
13,524,8,1,2
13,525,6,1,2
13,526,6,1,2
13,527,4,1,2
13,528,4,1,2
13,529,3,1,2
13,530,3,1,2
13,531,3,1,2
13,532,3,1,2
13,533,2,1,2
13,534,2,1,2
13,535,2,1,2
13,536,2,1,2
13,537,2,1,2
13,538,2,1,2
13,539,2,1,2
13,540,2,1,2
13,541,2,1,2
13,542,2,1,2
13,543,2,1,2
13,544,2,1,2
13,545,2,1,2
13,546,2,1,2
13,547,2,1,2
13,548,2,1,2
14,549,1259,1,1
14,550,908,2,1
14,551,850,2,1
14,552,849,2,1
14,553,843,2,1
14,554,834,1,1
14,555,831,2,1
14,556,812,2,1
14,557,809,2,1
14,558,772,2,1
14,559,768,2,1
14,560,765,2,1
14,561,724,2,1
14,562,710,1,1
14,563,706,2,1
14,564,676,2,1
14,565,674,1,1
14,566,671,2,1
14,567,670,1,1
14,568,665,2,1
14,569,656,1,1
14,570,655,1,1
14,571,654,2,1
14,572,653,1,1
14,573,653,2,1
14,574,650,2,1
14,575,648,1,1
14,576,646,1,1
14,577,645,2,1
14,578,638,1,1
14,579,635,2,1
14,580,634,1,1
14,581,634,1,1
14,582,633,1,1
14,583,632,1,1
14,584,632,2,1
14,585,631,1,1
14,586,627,2,1
14,587,621,2,1
14,588,619,2,1
14,589,619,2,1
14,590,618,2,1
14,591,612,2,1
14,592,610,1,1
14,593,610,2,1
14,594,609,2,1
14,595,607,2,1
14,596,602,2,1
14,597,601,2,1
14,598,601,2,1
15,69,242,1,2
15,154,751,1,2
15,159,297,1,2
15,197,599,1,2
15,203,352,1,2
15,205,477,1,2
15,212,242,1,2
15,215,253,1,2
15,218,246,2,2
15,222,235,1,2
15,227,747,1,2
15,233,464,1,2
15,266,247,1,2
15,429,366,1,2
15,511,740,1,2
15,599,1141,1,2
15,600,835,2,2
15,601,557,1,2
15,602,546,1,2
15,603,484,1,2
15,604,484,1,2
15,605,470,1,2
15,606,466,1,2
15,607,443,1,2
15,608,412,2,2
15,609,407,1,2
15,610,404,1,2
15,611,404,2,2
15,612,380,1,2
15,613,373,1,2
15,614,351,1,2
15,615,350,1,2
15,616,346,1,2
15,617,341,1,2
15,618,340,1,2
15,619,337,1,2
15,620,328,1,2
15,621,306,1,2
15,622,302,1,2
15,623,295,2,2
15,624,294,2,2
15,625,279,1,2
15,626,261,2,2
15,627,258,1,2
15,628,255,2,2
15,629,251,1,2
15,630,230,1,2
15,631,226,1,2
15,632,226,1,2
15,633,223,2,2
16,89,849,1,2
16,161,459,1,2
16,346,264,1,2
16,386,154,1,2
16,532,251,1,2
16,634,889,2,2
16,635,750,1,2
16,636,617,2,2
16,637,502,1,2
16,638,487,1,2
16,639,457,2,2
16,640,392,1,2
16,641,391,1,2
16,642,389,2,2
16,643,367,2,2
16,644,366,1,2
16,645,311,2,2
16,646,308,1,2
16,647,307,2,2
16,648,292,2,2
16,649,257,2,2
16,650,251,2,2
16,651,250,2,2
16,652,231,1,2
16,653,228,2,2
16,654,217,2,2
16,655,217,2,2
16,656,214,2,2
16,657,209,1,2
16,658,195,2,2
16,659,190,2,2
16,660,174,1,2
16,661,167,2,2
16,662,166,2,2
16,663,165,2,2
16,664,153,2,2
16,665,150,2,2
16,666,149,2,2
16,667,148,2,2
16,668,147,2,2
16,669,147,1,2
16,670,146,2,2
16,671,144,2,2
16,672,144,2,2
16,673,143,2,2
16,674,141,1,2
16,675,141,2,2
16,676,139,1,2
16,677,139,1,2
16,678,137,2,2
17,56,242,1,1
17,67,303,1,1
17,89,1255,1,1
17,229,610,1,1
17,230,120,1,1
17,288,129,1,1
17,289,118,1,1
17,292,110,1,1
17,298,215,1,1
17,300,1089,1,1
17,306,144,1,1
17,324,306,1,1
17,325,219,1,1
17,344,1804,1,1
17,403,101,1,1
17,461,984,1,1
17,464,266,1,1
17,466,925,1,1
17,498,1544,1,1
17,526,104,1,1
17,528,321,1,1
17,538,188,1,1
17,544,426,1,1
17,548,1446,1,1
17,679,14436,1,1
17,680,891,1,1
17,681,879,1,1
17,682,651,1,1
17,683,474,1,1
17,684,462,2,1
17,685,381,1,1
17,686,373,1,1
17,687,370,1,1
17,688,338,2,1
17,689,270,1,1
17,690,243,1,1
17,691,208,1,1
17,692,190,1,1
17,693,188,1,1
17,694,187,1,1
17,695,172,2,1
17,696,170,1,1
17,697,168,1,1
17,698,146,2,1
17,699,121,1,1
17,700,116,2,1
17,701,115,1,1
17,702,109,2,1
17,703,107,1,1
17,704,105,1,1
18,56,186,1,2
18,65,234,1,2
18,71,401,1,2
18,72,404,1,2
18,88,258,1,2
18,163,230,1,2
18,174,332,1,2
18,190,544,1,2
18,220,623,1,2
18,227,630,1,2
18,230,400,1,2
18,378,204,1,2
18,389,393,1,2
18,511,496,1,2
18,533,576,1,2
18,705,2187,1,2
18,706,853,1,2
18,707,838,1,2
18,708,682,1,2
18,709,660,1,2
18,710,646,1,2
18,711,603,1,2
18,712,518,1,2
18,713,500,2,2
18,714,427,1,2
18,715,426,1,2
18,716,409,1,2
18,717,363,1,2
18,718,359,1,2
18,719,359,2,2
18,720,318,1,2
18,721,298,2,2
18,722,283,1,2
18,723,277,2,2
18,724,246,1,2
18,725,245,2,2
18,726,241,1,2
18,727,240,1,2
18,728,236,1,2
18,729,232,2,2
18,730,222,1,2
18,731,219,2,2
18,732,216,1,2
18,733,215,1,2
18,734,197,1,2
18,735,192,1,2
18,736,181,2,2
18,737,171,1,2
18,738,171,2,2
18,739,170,2,2
20,56,108,1,2
20,88,111,1,2
20,141,987,2,2
20,163,119,1,2
20,201,118,1,2
20,504,154,1,2
20,512,290,1,2
20,743,483,2,2
20,744,375,1,2
20,745,304,2,2
20,746,285,2,2
20,747,274,1,2
20,748,268,1,2
20,749,261,2,2
20,750,245,2,2
20,751,242,2,2
20,752,239,1,2
20,753,202,2,2
20,754,185,1,2
20,755,174,1,2
20,756,171,1,2
20,757,167,1,2
20,758,162,1,2
20,759,160,1,2
20,760,156,2,2
20,761,149,2,2
20,762,141,2,2
20,763,137,1,2
20,764,133,2,2
20,765,130,2,2
20,766,129,2,2
20,767,124,1,2
20,768,122,1,2
20,769,120,1,2
20,770,116,1,2
20,771,113,2,2
20,772,108,1,2
20,773,108,2,2
20,774,103,1,2
20,775,102,2,2
20,776,100,2,2
20,777,99,1,2
20,778,99,1,2
20,779,99,1,2
20,780,98,2,2
20,781,98,2,2
20,782,97,1,2
20,783,96,2,2
20,784,96,2,2
20,785,95,1,2
21,55,4097,1,2
21,67,219,1,2
21,71,110,1,2
21,89,406,1,2
21,288,474,1,2
21,289,4620,1,2
21,292,437,1,2
21,293,599,1,2
21,295,152,1,2
21,298,149,1,2
21,299,516,1,2
21,300,252,1,2
21,302,118,1,2
21,306,138,1,2
21,310,187,1,2
21,318,215,1,2
21,325,202,1,2
21,352,116,1,2
21,461,436,1,2
21,465,122,1,2
21,466,222,1,2
21,476,432,1,2
21,523,186,1,2
21,531,188,1,2
21,535,1953,1,2
21,543,210,1,2
21,660,180,1,2
21,674,220,1,2
21,679,159,1,2
21,681,118,1,2
21,686,764,1,2
21,701,732,1,2
21,786,734,1,2
21,787,426,1,2
21,788,424,1,2
21,789,400,1,2
21,790,369,1,2
21,791,271,1,2
21,792,263,1,2
21,793,228,1,2
21,794,215,1,2
21,795,183,2,2
21,796,178,2,2
21,797,164,1,2
21,798,145,1,2
21,799,127,2,2
21,800,120,1,2
21,801,120,2,2
21,802,99,1,2
21,803,98,2,2
22,412,677,1,1
22,503,6257,1,1
22,514,939,1,1
22,804,3804,1,1
22,805,2548,1,1
22,806,2501,1,1
22,807,2352,1,1
22,808,2334,1,1
22,809,2301,1,1
22,810,2160,1,1
22,811,2153,1,1
22,812,1833,1,1
22,813,1742,1,1
22,814,1627,1,1
22,815,1451,1,1
22,816,1401,1,1
22,817,1284,2,1
22,818,1190,1,1
22,819,1190,2,1
22,820,1158,1,1
22,821,1044,1,1
22,822,1032,2,1
22,823,999,1,1
22,824,945,1,1
22,825,902,1,1
22,826,866,1,1
22,827,858,2,1
22,828,770,2,1
22,829,759,2,1
22,830,743,1,1
22,831,731,1,1
22,832,702,1,1
22,833,685,2,1
22,834,684,1,1
22,835,676,1,1
22,836,635,2,1
22,837,634,1,1
22,838,627,2,1
22,839,615,1,1
22,840,609,1,1
22,841,602,1,1
22,842,560,1,1
22,843,553,1,1
22,844,543,2,1
22,845,539,1,1
22,846,538,1,1
22,847,534,2,1
22,848,529,2,1
22,849,523,2,1
22,850,505,1,1
23,7,212,1,2
23,72,1752,1,2
23,152,330,1,2
23,159,401,1,2
23,163,124,1,2
23,181,297,1,2
23,220,112,1,2
23,226,292,1,2
23,227,143,1,2
23,233,379,1,2
23,420,117,1,2
23,436,242,1,2
23,511,752,1,2
23,599,652,1,2
23,615,131,1,2
23,707,176,1,2
23,851,2897,1,2
23,852,956,1,2
23,853,772,1,2
23,854,508,1,2
23,855,419,2,2
23,856,240,1,2
23,857,238,1,2
23,858,235,1,2
23,859,226,1,2
23,860,217,1,2
23,861,215,1,2
23,862,210,1,2
23,863,200,1,2
23,864,193,1,2
23,865,192,2,2
23,866,190,1,2
23,867,189,1,2
23,868,186,1,2
23,869,171,2,2
23,870,168,2,2
23,871,154,1,2
23,872,153,2,2
23,873,150,2,2
23,874,142,1,2
23,875,138,1,2
23,876,124,2,2
23,877,120,1,2
23,878,119,1,2
23,879,118,1,2
23,880,118,1,2
23,881,116,1,2
23,882,115,2,2
23,883,110,2,2
23,884,110,2,2
24,55,5956,1,1
24,67,6917,1,1
24,89,661,1,1
24,157,538,1,1
24,167,1412,1,1
24,229,2443,1,1
24,257,1203,1,1
24,258,531,1,1
24,285,586,1,1
24,288,677,1,1
24,289,1192,1,1
24,291,516,1,1
24,295,506,1,1
24,298,1226,1,1
24,300,1729,1,1
24,301,432,1,1
24,302,1037,1,1
24,310,677,1,1
24,316,1998,1,1
24,333,466,1,1
24,340,720,1,1
24,425,851,1,1
24,437,796,1,1
24,526,550,1,1
24,689,1720,1,1
24,690,475,1,1
24,709,875,1,1
24,786,1694,1,1
24,789,4466,1,1
24,885,2776,1,1
24,886,1999,1,1
24,887,1484,1,1
24,888,1114,2,1
24,889,1025,1,1
24,890,833,1,1
24,891,776,1,1
24,892,742,1,1
24,893,677,2,1
24,894,675,1,1
24,895,662,1,1
24,896,633,1,1
24,897,606,2,1
24,898,546,1,1
24,899,538,1,1
24,900,518,1,1
24,901,518,1,1
24,902,517,2,1
24,903,477,1,1
24,904,462,2,1
24,905,416,1,1
25,55,185,1,2
25,67,278,1,2
25,89,311,1,2
25,155,235,1,2
25,157,1694,1,2
25,288,208,1,2
25,289,1623,1,2
25,290,95,1,2
25,292,404,1,2
25,293,81,1,2
25,294,141,1,2
25,295,312,1,2
25,296,1765,1,2
25,302,120,1,2
25,308,205,1,2
25,309,239,1,2
25,310,77,1,2
25,311,76,1,2
25,314,160,1,2
25,318,431,1,2
25,325,244,1,2
25,328,191,1,2
25,329,425,1,2
25,331,153,1,2
25,349,231,1,2
25,350,1146,1,2
25,352,207,1,2
25,354,747,1,2
25,455,3009,1,2
25,459,96,1,2
25,462,82,1,2
25,469,355,1,2
25,476,1759,1,2
25,484,177,1,2
25,531,186,1,2
25,543,96,1,2
25,701,130,1,2
25,786,593,1,2
25,800,194,1,2
25,906,3004,1,2
25,907,271,1,2
25,908,222,1,2
25,909,173,1,2
25,910,150,1,2
25,911,133,1,2
25,912,97,1,2
25,913,89,1,2
25,914,81,1,2
25,915,80,1,2
25,916,78,2,2
26,6,550,1,2
26,25,177,1,2
26,511,1813,1,2
26,707,278,1,2
26,718,250,1,2
26,841,151,1,2
26,917,3967,1,2
26,918,2199,1,2
26,919,1818,1,2
26,920,1622,1,2
26,921,1356,1,2
26,922,1223,1,2
26,923,1176,1,2
26,924,1140,1,2
26,925,1088,2,2
26,926,812,2,2
26,927,794,2,2
26,928,715,1,2
26,929,682,2,2
26,930,633,1,2
26,931,522,1,2
26,932,503,1,2
26,933,493,2,2
26,934,433,1,2
26,935,433,2,2
26,936,376,1,2
26,937,334,1,2
26,938,328,2,2
26,939,316,2,2
26,940,314,1,2
26,941,313,2,2
26,942,284,1,2
26,943,279,1,2
26,944,269,1,2
26,945,264,1,2
26,946,263,1,2
26,947,247,1,2
26,948,226,2,2
26,949,218,1,2
26,950,205,2,2
26,951,198,1,2
26,952,194,1,2
26,953,184,1,2
26,954,175,1,2
26,955,170,1,2
26,956,165,1,2
26,957,142,1,2
26,958,127,2,2
26,959,123,1,2
26,960,115,2,2
27,51,85,1,2
27,67,117,1,2
27,152,200,1,2
27,172,106,1,2
27,183,156,1,2
27,328,86,1,2
27,348,86,2,2
27,423,408,1,2
27,463,159,1,2
27,548,144,1,2
27,614,102,1,2
27,641,89,1,2
27,644,71,1,2
27,689,80,1,2
27,701,214,1,2
27,703,226,1,2
27,726,153,1,2
27,861,72,1,2
27,917,81,1,2
27,961,226,1,2
27,962,198,1,2
27,963,184,1,2
27,964,172,1,2
27,965,157,1,2
27,966,137,1,2
27,967,131,1,2
27,968,114,1,2
27,969,108,1,2
27,970,103,1,2
27,971,102,1,2
27,972,100,1,2
27,973,99,2,2
27,974,97,2,2
27,975,96,1,2
27,976,92,2,2
27,977,81,1,2
27,978,73,1,2
27,979,72,2,2
27,980,70,1,2
27,981,67,1,2
27,982,66,1,2
27,983,66,2,2
27,984,65,2,2
27,985,64,1,2
27,986,62,1,2
27,987,62,1,2
27,988,61,2,2
27,989,60,1,2
27,990,60,2,2
27,991,58,1,2
28,51,10,1,2
28,59,8,1,2
28,61,8,1,2
28,72,8,1,2
28,85,14,1,2
28,91,11,1,2
28,100,14,1,2
28,193,27,1,2
28,366,10,1,2
28,905,7,1,2
28,992,18,1,2
28,993,16,1,2
28,994,15,1,2
28,995,15,2,2
28,996,14,1,2
28,997,13,1,2
28,998,13,1,2
28,999,12,1,2
28,1000,12,1,2
28,1001,11,1,2
28,1002,11,2,2
28,1003,11,2,2
28,1004,10,1,2
28,1005,10,2,2
28,1006,9,2,2
28,1007,9,2,2
28,1008,9,2,2
28,1009,9,1,2
28,1010,9,2,2
28,1011,9,2,2
28,1012,8,2,2
28,1013,8,1,2
28,1014,8,1,2
28,1015,8,2,2
28,1016,8,2,2
28,1017,8,1,2
28,1018,8,2,2
28,1019,7,1,2
28,1020,7,2,2
28,1021,7,1,2
28,1022,7,2,2
28,1023,7,2,2
28,1024,7,2,2
28,1025,7,2,2
28,1026,7,2,2
28,1027,7,1,2
28,1028,7,1,2
28,1029,7,2,2
28,1030,7,2,2
28,1031,7,2,2
29,55,404,1,2
29,89,153,1,2
29,161,30,1,2
29,209,23,1,2
29,288,42,1,2
29,289,79,1,2
29,292,34,1,2
29,300,68,1,2
29,302,121,1,2
29,317,33,1,2
29,318,24,1,2
29,328,62,1,2
29,333,337,1,2
29,378,27,1,2
29,455,26,1,2
29,461,40,1,2
29,464,32,1,2
29,466,501,1,2
29,472,63,1,2
29,481,57,1,2
29,498,445,1,2
29,500,56,1,2
29,528,131,1,2
29,531,32,1,2
29,534,23,1,2
29,537,201,1,2
29,543,53,1,2
29,679,293,1,2
29,686,144,1,2
29,687,2000,1,2
29,704,253,1,2
29,706,33,1,2
29,908,29,1,2
29,951,59,1,2
29,966,28,1,2
29,1032,300,1,2
29,1033,163,2,2
29,1034,150,1,2
29,1035,134,1,2
29,1036,106,2,2
29,1037,85,1,2
29,1038,77,1,2
29,1039,68,2,2
29,1040,63,1,2
29,1041,51,1,2
29,1042,49,1,2
29,1043,48,1,2
29,1044,42,1,2
29,1045,32,1,2
29,1046,23,1,2
30,89,648,1,2
30,190,120,1,2
30,228,209,1,2
30,229,152,1,2
30,230,259,1,2
30,234,165,1,2
30,288,203,1,2
30,289,1231,1,2
30,291,102,1,2
30,295,184,1,2
30,300,512,1,2
30,304,235,1,2
30,315,418,1,2
30,318,305,1,2
30,321,671,1,2
30,325,131,1,2
30,333,522,1,2
30,344,148,1,2
